1
[0, 4, 0, 0, 0, 0, 1, 7, 9]
[0, 0, 2, 0, 0, 8, 0, 5, 4]
[0, 0, 6, 0, 0, 5, 0, 0, 8]
[0, 8, 0, 0, 7, 0, 9, 1, 0]
[0, 5, 0, 0, 9, 0, 0, 3, 0] = Entrada
[0, 1, 9, 0, 6, 0, 0, 4, 0]
[3, 0, 0, 4, 0, 0, 7, 0, 0]
[5, 7, 0, 1, 0, 0, 2, 0, 0]
[9, 2, 8, 0, 0, 0, 0, 6, 0]

2
[8, 0, 2, 0, 5, 0, 7, 0, 1]
[0, 0, 7, 0, 8, 2, 4, 6, 0]
[0, 1, 0, 9, 0, 0, 0, 0, 0]
[6, 0, 0, 0, 0, 1, 8, 3, 2]
[5, 0, 0, 0, 0, 0, 0, 0, 9] = Entrada
[1, 8, 4, 3, 0, 0, 0, 0, 6]
[0, 0, 0, 0, 0, 4, 0, 2, 0]
[0, 9, 5, 6, 1, 0, 3, 0, 0]
[3, 0, 8, 0, 9, 0, 6, 0, 7]

3
[0, 0, 0, 0, 0, 0, 0, 0, 7]
[7, 2, 0, 3, 0, 9, 0, 0, 1]
[0, 0, 8, 7, 0, 5, 0, 6, 0]
[5, 0, 2, 8, 9, 0, 0, 0, 0]
[0, 4, 0, 5, 0, 1, 0, 9, 0] = Entrada
[0, 0, 0, 0, 6, 3, 7, 0, 5]
[0, 3, 0, 9, 0, 6, 1, 0, 0]
[2, 0, 0, 1, 0, 7, 0, 5, 3]
[9, 0, 0, 0, 0, 0, 0, 0, 0]

4
[2, 0, 6, 0, 0, 0, 0, 4, 9]
[0, 3, 7, 0, 0, 9, 0, 0, 0]
[1, 0, 0, 7, 0, 0, 0, 0, 6]
[0, 0, 0, 5, 8, 0, 9, 0, 0]
[7, 0, 5, 0, 0, 0, 8, 0, 4] = Entrada
[0, 0, 9, 0, 6, 2, 0, 0, 0]
[9, 0, 0, 0, 0, 4, 0, 0, 1]
[0, 0, 0, 3, 0, 0, 4, 9, 0]
[4, 1, 0, 0, 0, 0, 2, 0, 8]

5
[0, 2, 5, 0, 0, 7, 0, 0, 4]
[0, 0, 1, 0, 0, 5, 0, 2, 0]
[7, 0, 0, 0, 2, 0, 5, 0, 0]
[5, 0, 9, 0, 0, 4, 8, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0] = Entrada
[0, 0, 7, 5, 0, 0, 6, 0, 9]
[0, 0, 3, 0, 7, 0, 0, 0, 6]
[0, 4, 0, 1, 0, 0, 7, 0, 0]
[8, 0, 0, 2, 0, 0, 9, 1, 0]

6
[0, 0, 1, 7, 2, 5, 0, 0, 0]
[0, 8, 0, 0, 1, 0, 0, 0, 6]
[2, 5, 0, 0, 0, 0, 1, 3, 0]
[0, 7, 0, 0, 0, 0, 5, 0, 0]
[0, 0, 0, 1, 0, 6, 0, 0, 0] = Entrada
[0, 0, 9, 0, 0, 0, 0, 8, 0]
[0, 4, 5, 0, 0, 0, 0, 2, 9]
[7, 0, 0, 0, 9, 0, 0, 6, 0]
[0, 0, 0, 6, 4, 8, 3, 0, 0]

7
[0, 5, 0, 2, 0, 0, 0, 0, 0]
[3, 0, 0, 0, 0, 5, 0, 8, 0]
[9, 6, 0, 0, 7, 8, 2, 0, 0]
[0, 0, 0, 0, 3, 0, 0, 2, 0]
[7, 0, 8, 0, 0, 0, 1, 0, 3] = Entrada
[0, 4, 0, 0, 8, 0, 0, 0, 0]
[0, 0, 1, 6, 4, 0, 0, 3, 2]
[0, 7, 0, 5, 0, 0, 0, 0, 1]
[0, 0, 0, 0, 0, 9, 0, 5, 0]

8
[0, 0, 1, 7, 2, 5, 0, 0, 0]
[0, 8, 0, 0, 1, 0, 0, 0, 0]
